pageName,diffURL,editor,lineDelta,comment
"Jovan Vladimir","http://en.wikipedia.org/w/index.php?diff=630004914&oldid=628838995","172.18.172.217",-3,"/* Life */"
"Antwon Tanner","http://en.wikipedia.org/w/index.php?diff=630004915&oldid=629383159","172.28.161.28",74,"Fixed typo, Fixed grammar"
"List of pharmacy schools","http://en.wikipedia.org/w/index.php?diff=630004916&oldid=629945327","172.22.114.11",-119,"/* Georgia */"
"Charles E. Daniel","http://en.wikipedia.org/w/index.php?diff=630004917&oldid=605710750","daonucve",-5,"removed [[Category:People from Elbert County, Georgia]]; added [[Category:People from Elberton, Georgia]] using [[WP:HC|HotCat]]"
"Bonifazio Asioli","http://en.wikipedia.org/w/index.php?diff=630004919&oldid=630004891","ndo7a1t1",12,"Requesting speedy deletion ([[WP:CSD#A7|CSD A7]]). ([[WP:TW|TW]])"
"Stadt Wehlen","http://en.wikipedia.org/w/index.php?diff=630004921&oldid=609602366","mykubtqh",73,"/* Municipality subdivisions */"
"The Miami Horns","http://en.wikipedia.org/w/index.php?diff=630004922&oldid=630004819","172.16.174.1",-6,""
"Against The Tide","http://en.wikipedia.org/w/index.php?diff=630004924&oldid=630003863","tmrgwbiv",-2,"/* Main Cast */ ce"
"Fennec fox","http://en.wikipedia.org/w/index.php?diff=630004925&oldid=629091708","tai6en6b",31,""
"Marko Đorđević","http://en.wikipedia.org/w/index.php?diff=630004927&oldid=630004743","172.19.135.138",0,""
"Sauber","http://en.wikipedia.org/w/index.php?diff=630004930&oldid=630004729","hxx7v96j",0,""
"Fozzie Bear","http://en.wikipedia.org/w/index.php?diff=630004931&oldid=621830463","172.24.139.250",0,"/* Filmography */"
"2014–15 North Carolina Tar Heels men's basketball team","http://en.wikipedia.org/w/index.php?diff=630004932&oldid=629897421","172.17.61.234",369,"/* Roster */"
"Lima Metro","http://en.wikipedia.org/w/index.php?diff=630004934&oldid=629661970","alb2onml",64,"/* See also */ add a new wiki link"
"Potala Palace","http://en.wikipedia.org/w/index.php?diff=630004935&oldid=629937227","go0z5e05",3,"Reverted 2 edits by [[Special:Contributions/67.168.195.247|67.168.195.247]] ([[User talk:67.168.195.247|talk]]): Unexplained change of English spelling variant. ([[WP:TW|TW]])"
"Chadwick Stokes Urmston","http://en.wikipedia.org/w/index.php?diff=630004939&oldid=630004814","172.17.90.71",4,""
"John Gurche","http://en.wikipedia.org/w/index.php?diff=630004940&oldid=630001632","4teuk7pj",469,"Added education"
"Artificial hair integrations","http://en.wikipedia.org/w/index.php?diff=630004942&oldid=630004827","soif1tae",-75,"/* References */"
"Skylanders: Trap Team","http://en.wikipedia.org/w/index.php?diff=630004943&oldid=629573371","4ce43g2w",1036,"Added in the lists in section 3.  Listing the new skylanders and those reposed skylanders that have been released alread."
"Eddie Obeid","http://en.wikipedia.org/w/index.php?diff=630004947&oldid=629704881","4i0oxmaz",-303,"Not a reliable source"
"Warna 94.2FM","http://en.wikipedia.org/w/index.php?diff=630004949&oldid=630004783","y34eeyl4",0,"/* Teh Tarik Sabtu */"
"Austin, Texas","http://en.wikipedia.org/w/index.php?diff=630004951&oldid=629881208","172.22.238.94",24,"/* City government */"
"Championship (rugby league)","http://en.wikipedia.org/w/index.php?diff=630004952&oldid=630004864","u76g5j3f",108,""
"Portland International Airport","http://en.wikipedia.org/w/index.php?diff=630004953&oldid=629737492","bd0c0bhx",8,"update diagram to reflect current date"
"Alfred Herbert Richardson","http://en.wikipedia.org/w/index.php?diff=630004955&oldid=622946185","d07nidey",-23,"Move images into the main body of the article"
"Filmfare Award for Best Dance Choreographer – South","http://en.wikipedia.org/w/index.php?diff=630004956&oldid=622882898","cqxu8o5w",20,"Disambiguated: [[Annayya]] → [[Annayya (2000 film)]]"
"Berlin Packaging","http://en.wikipedia.org/w/index.php?diff=630004957&oldid=630004441","h61xg5l2",112,"/* Milestones */"
"Hotchkiss School","http://en.wikipedia.org/w/index.php?diff=630004961&oldid=629782959","172.29.52.15",53,"/* Notable alumni */"
"Owen R Scott","http://en.wikipedia.org/w/index.php?diff=630004962&oldid=629999974","lkvch49a",14,"Requesting speedy deletion ([[WP:CSD#A7|CSD A7]]). ([[WP:TW|TW]])"
"Nadine Moussa","http://en.wikipedia.org/w/index.php?diff=630004966&oldid=630004742","172.24.54.91",0,"/* External links */"
"Chapter One (Ella Henderson album)","http://en.wikipedia.org/w/index.php?diff=630004967&oldid=629985731","172.31.87.23",28,"/* Charts */"
"Doll Tearsheet","http://en.wikipedia.org/w/index.php?diff=630004970&oldid=630004889","u1hle4xa",-9,""
"Sword","http://en.wikipedia.org/w/index.php?diff=630004971&oldid=629932064","172.29.88.143",-200,""
"2014 BGL Luxembourg Open – Singles","http://en.wikipedia.org/w/index.php?diff=630004972&oldid=630001951","9x3wmjt0",-2,"/* Bottom half */"
"List of life peerages (1958–79)","http://en.wikipedia.org/w/index.php?diff=630004973&oldid=623299046","zdecy2px",33,"wikilink"
"Marko Đorđević","http://en.wikipedia.org/w/index.php?diff=630004974&oldid=630004927","172.22.223.153",-11,""
"WCYB-TV","http://en.wikipedia.org/w/index.php?diff=630004975&oldid=628948429","172.21.132.6",106,""
"Transport in the Palestinian territories","http://en.wikipedia.org/w/index.php?diff=630004976&oldid=629327958","0s9wzt51",-5,"/* Airports */ Past a stub; cleanup"
"Jason Aldean","http://en.wikipedia.org/w/index.php?diff=630004978&oldid=630004849","172.27.69.37",1,"/* Jason Aldean (2005–06) */"
"Dirty Politics","http://en.wikipedia.org/w/index.php?diff=630004979&oldid=629962289","zpbje860",-5,"fix referencing"
"List of volcanoes in Iceland","http://en.wikipedia.org/w/index.php?diff=630004980&oldid=628906609","172.19.104.31",11,"/* Volcanic zones and systems */"
"Joseph Duffy (fighter)","http://en.wikipedia.org/w/index.php?diff=630004981&oldid=630004735","172.20.128.113",28,"/* Mixed martial arts record */"
"Charles E. Daniel","http://en.wikipedia.org/w/index.php?diff=630004982&oldid=630004917","daonucve",50,"added [[Category:People from Anderson, South Carolina]] using [[WP:HC|HotCat]]"
"Phil Mahre","http://en.wikipedia.org/w/index.php?diff=630004984&oldid=620709320","fr3q8mr1",6105,""
"Highlands High School (Natrona Heights, Pennsylvania)","http://en.wikipedia.org/w/index.php?diff=630004987&oldid=630004522","h5ytig17",325,"/* Alleged Bullying */"
"Let the Night In (Prime Circle album)","http://en.wikipedia.org/w/index.php?diff=630004988&oldid=629962828","172.23.182.234",61,""
"St. Peter of Alcantara Parish Church","http://en.wikipedia.org/w/index.php?diff=630004990&oldid=630003327","k3q9o5az",-20,"minor tweaks"
"Life as We Knew It (novel)","http://en.wikipedia.org/w/index.php?diff=630004994&oldid=622642510","172.16.79.42",4,"/* Characters */"
"Violator (album)","http://en.wikipedia.org/w/index.php?diff=630004995&oldid=627268675","172.18.148.74",-96,""
"Welcome to My World (Jonathan Fagerlund album)","http://en.wikipedia.org/w/index.php?diff=630004998&oldid=614157256","tlxn6377",203,""
"Siemens Mobility","http://en.wikipedia.org/w/index.php?diff=630004999&oldid=630004288","172.26.76.227",79,"/* Products */"
"Tipperary Hill","http://en.wikipedia.org/w/index.php?diff=630005000&oldid=630004836","172.17.171.90",1,"/* State school */"
"Ravi Shankar (spiritual leader)","http://en.wikipedia.org/w/index.php?diff=630005001&oldid=630003708","jbuqajio",-20,"revert; don't just add labels; instead use secondary sources to explain how his teachings are related to the Vedas etc"
"Shake It Up (TV series)","http://en.wikipedia.org/w/index.php?diff=630005002&oldid=627323543","172.23.227.149",-154,""
"Ali Quli Mirza","http://en.wikipedia.org/w/index.php?diff=630005004&oldid=630004734","hy4or4dw",38,""
"María Conchita Alonso","http://en.wikipedia.org/w/index.php?diff=630005009&oldid=630004504","172.28.72.188",-8,""
"People's Party – Movement for a Democratic Slovakia","http://en.wikipedia.org/w/index.php?diff=630005012&oldid=618132275","172.25.234.169",348,""
"Roberto Carlos (singer)","http://en.wikipedia.org/w/index.php?diff=630005013&oldid=630004692","hf10hftk",66,"+categories"
"David Brown (British Entrepreneur)","http://en.wikipedia.org/w/index.php?diff=630005014&oldid=630000787","f01twjuv",69,""
"Cook–Levin theorem","http://en.wikipedia.org/w/index.php?diff=630005015&oldid=610818118","uxwvs8md",85,"/* Proof */ suggest picture"
"List of compilers","http://en.wikipedia.org/w/index.php?diff=630005017&oldid=629961273","172.23.111.62",204,"Added available COBOL compiler"
"Manoptica","http://en.wikipedia.org/w/index.php?diff=630005018&oldid=629987830","fwdj3cl6",24,"added [[Category:Typefaces]] using [[WP:HC|HotCat]]"
"Alfredo Ortuño","http://en.wikipedia.org/w/index.php?diff=630005021&oldid=625239307","172.21.17.178",151,"Minor in storyline (especially in translation of refs), did not harm any contents. Box: as of last round."
"Coulomb","http://en.wikipedia.org/w/index.php?diff=630005022&oldid=630002310","7fqr8c5i",-111,"/* Definition */ cite supplied for value. Note that the page found by the questioning editor, http://www.princeton.edu/~achaney/tmve/wiki100k/docs/Coulomb.html, is marked ""WARNING: DO NOT CITE"""
"Parischnogaster jacobsoni","http://en.wikipedia.org/w/index.php?diff=630005023&oldid=630004501","jo6vd85d",4,"/* Description and identification */"
"Book of Shadows: Blair Witch 2","http://en.wikipedia.org/w/index.php?diff=630005027&oldid=622487366","172.22.248.20",-1,""
"Thai Canal","http://en.wikipedia.org/w/index.php?diff=630005029&oldid=630004496","h3wutsnl",105,"/* Competition with Straight of Malacca */"
"Saturday Night! – The Album","http://en.wikipedia.org/w/index.php?diff=630005030&oldid=626796272","z1rk0wmq",1675,"expanded and cleaned up a bit per [[WP:RS]] and WP:ALBUMS standards"
"Andrew Nunn","http://en.wikipedia.org/w/index.php?diff=630005032&oldid=630004823","8ipyxjt8",18,"/* Early life */ added DOB"
"Shelby Mustang","http://en.wikipedia.org/w/index.php?diff=630005033&oldid=628255929","172.17.190.6",32,""
"Malin Olsson","http://en.wikipedia.org/w/index.php?diff=630005034&oldid=614314289","uq7ezo79",0,""
"Ebola virus outbreak in the United States","http://en.wikipedia.org/w/index.php?diff=630005035&oldid=630003006","spndh9qd",394,"/* Monitoring of other health care workers */ lab supervisor + ref"
"Marko Đorđević","http://en.wikipedia.org/w/index.php?diff=630005040&oldid=630004974","172.18.193.95",-1,""
"University of International Business and Economics","http://en.wikipedia.org/w/index.php?diff=630005041&oldid=613406670","172.17.67.14",20,""
"Ahmed Zaad","http://en.wikipedia.org/w/index.php?diff=630005043&oldid=560452154","zi2glrsy",121,""
"Didgeridoo","http://en.wikipedia.org/w/index.php?diff=630005044&oldid=627150871","8k7he2w7",41,""
"GMR Group","http://en.wikipedia.org/w/index.php?diff=630005045&oldid=627806448","172.21.65.89",4,""
"Alliance P.1","http://en.wikipedia.org/w/index.php?diff=630005048&oldid=549922333","xkbk949r",-8,""
"Anuar Zain","http://en.wikipedia.org/w/index.php?diff=630005050&oldid=629847601","dynv7yt8",-103,"[[WP:RS|unsupported]] - rm as per [[WP:BLPCAT]] and [[WP:EGRS]]"
"My Man Godfrey","http://en.wikipedia.org/w/index.php?diff=630005056&oldid=629780346","172.17.64.33",-4,"/* Production */"
"Ida-Viru County","http://en.wikipedia.org/w/index.php?diff=630005058&oldid=627703281","9vxxdtrm",107,"/* Demographics */"
"Kensal Green Cemetery","http://en.wikipedia.org/w/index.php?diff=630005059&oldid=630003667","5fypxbea",56,"addition--~~~~"
"Early skyscrapers","http://en.wikipedia.org/w/index.php?diff=630005060&oldid=627100950","172.26.243.139",22,""
"Malin Olsson","http://en.wikipedia.org/w/index.php?diff=630005061&oldid=630005034","uq7ezo79",1,""
"Sorsogon City","http://en.wikipedia.org/w/index.php?diff=630005062&oldid=629994640","172.24.63.106",108,"/* Media */"
"Coventry City F.C.","http://en.wikipedia.org/w/index.php?diff=630005063&oldid=630004863","iw39fyxn",148,"/* 2013 rent row and ground relocation */"
"Alliance P.1","http://en.wikipedia.org/w/index.php?diff=630005065&oldid=630005048","xkbk949r",-13,""
"Church of St Michael and All Angels, Christchurch","http://en.wikipedia.org/w/index.php?diff=630005066&oldid=628203418","172.17.71.123",6,"Incumbent's Dates - inserted some that were missing"
"Jyā, koti-jyā and utkrama-jyā","http://en.wikipedia.org/w/index.php?diff=630005067&oldid=621704401","0yj6gqov",-85,"/* Literal meaning */"
"Forst (Unterfranken)","http://en.wikipedia.org/w/index.php?diff=630005069&oldid=629626897","jm4poyuu",-171,"rm userlink"
"Robin de Kruijf","http://en.wikipedia.org/w/index.php?diff=630005070&oldid=629770092","kv2naebs",-94,"BOT--Reverting link addition(s) by [[:en:Special:Contributions/195.142.221.234|195.142.221.234]] to revision 620201624 (https://www.facebook.com/pages/Robin-de-Kruijf/422906024412408?ref=hl [\bfacebook\.com])"
"2014–15 Azerbaijan First Division","http://en.wikipedia.org/w/index.php?diff=630005074&oldid=630004587","172.23.244.250",24,"/* Top scorers */"
"Direct Energy Centre","http://en.wikipedia.org/w/index.php?diff=630005077&oldid=593056357","eak0uggz",56,""
"KEPD 350","http://en.wikipedia.org/w/index.php?diff=630005078&oldid=630004902","172.18.101.27",25,"References details; letters case"
"Harmony High School","http://en.wikipedia.org/w/index.php?diff=630005083&oldid=630004336","172.30.252.107",2,""
"List of Northern Secondary School alumni","http://en.wikipedia.org/w/index.php?diff=630005085&oldid=628174854","172.20.201.216",146,""
"2014 Denmark Super Series Premier","http://en.wikipedia.org/w/index.php?diff=630005087&oldid=630004880","172.30.120.213",43,"/* Top Half */"
"Edward F. Lyons, Jr.","http://en.wikipedia.org/w/index.php?diff=630005088&oldid=629998036","vwi5ymcl",34,""
"Air Canada Centre","http://en.wikipedia.org/w/index.php?diff=630005090&oldid=629003913","4aa8c3y6",-88,"/* Concerts */ Removing insignificant notation of a single artist"
"Highlands High School (Natrona Heights, Pennsylvania)","http://en.wikipedia.org/w/index.php?diff=630005091&oldid=630004987","h5ytig17",4,"/* Alleged Bullying */"
"Avro 521","http://en.wikipedia.org/w/index.php?diff=630005094&oldid=585114189","xkbk949r",-21,""
"Sead Muratović","http://en.wikipedia.org/w/index.php?diff=630005096&oldid=575493491","172.29.242.139",206,"it was not owen's only red card - he once got sent off playing for liverpool against man utd"
"Hotchkiss School","http://en.wikipedia.org/w/index.php?diff=630005098&oldid=630004961","172.17.52.184",-2,"/* Notable alumni */"
"Scott Peterson","http://en.wikipedia.org/w/index.php?diff=630005101&oldid=629947169","172.27.45.61",36,""
"Lake Orion, Michigan","http://en.wikipedia.org/w/index.php?diff=630005102&oldid=621687324","172.22.134.66",26,"/* Lake Orion */"
"Software product management","http://en.wikipedia.org/w/index.php?diff=630005105&oldid=623418627","172.20.23.103",28,"/* The role of software product manager */"
"Antwon Tanner","http://en.wikipedia.org/w/index.php?diff=630005106&oldid=630004915","172.27.154.3",8,"/* Biography */ Fixed typo, Fixed grammar"
"United Nations Security Council election, 2014","http://en.wikipedia.org/w/index.php?diff=630005110&oldid=630004753","1h3ehw7q",-126,"Reverted 3 edits by [[Special:Contributions/201.248.70.150|201.248.70.150]] ([[User talk:201.248.70.150|talk]]): Citation needed. ([[WP:TW|TW]])"
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630005111&oldid=630004904","oa4d9jx2",-1,""
"University College Dublin Library","http://en.wikipedia.org/w/index.php?diff=630005113&oldid=629715367","172.18.250.239",0,""
"Kaloyan of Bulgaria","http://en.wikipedia.org/w/index.php?diff=630005114&oldid=627135824","172.23.125.232",26,"more understanding sentence for readers"
"Harmony High School","http://en.wikipedia.org/w/index.php?diff=630005119&oldid=630005083","172.31.55.236",-22,""
"Elena Bogdan","http://en.wikipedia.org/w/index.php?diff=630005121&oldid=620928330","s9ucaawx",48,"miscellaneous"
"Daniel Sharman","http://en.wikipedia.org/w/index.php?diff=630005123&oldid=629848123","172.29.210.45",16,"/* Television */"
"Umberto Straccia","http://en.wikipedia.org/w/index.php?diff=630005124&oldid=630004826","syvwz56e",38,""
"Championship (rugby league)","http://en.wikipedia.org/w/index.php?diff=630005127&oldid=630005020","u76g5j3f",12,""
"AVX-512","http://en.wikipedia.org/w/index.php?diff=630005128&oldid=629963140","172.28.24.218",9,"/* Extended registers */  restore proportions to columns (bits 512-256 to 50%, bits 255-128 and 127-0 to 25% of table width each), correct CSS syntax errors"
"Business communication","http://en.wikipedia.org/w/index.php?diff=630005131&oldid=628791093","172.30.226.183",5,"/* Face-to-face */"
"List of political families in the Philippines","http://en.wikipedia.org/w/index.php?diff=630005133&oldid=630002980","39p1svhe",522,""
"Alfred Herbert Richardson","http://en.wikipedia.org/w/index.php?diff=630005134&oldid=630004955","d07nidey",0,"/* Family life */ ce"
"List of Northern Secondary School alumni","http://en.wikipedia.org/w/index.php?diff=630005136&oldid=630005085","172.26.38.92",-146,""
"Hypoxia preconditioned plasma","http://en.wikipedia.org/w/index.php?diff=630005138&oldid=626739834","172.21.192.220",39,""
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630005140&oldid=630005111","oa4d9jx2",-6,""
