casename,Lot,Wafer,Outcome,FailureCode,SNSR1_C1,SNSR1_C2,SNSR1_C3,SNSR1_C4,SNSR1_C5,SNSR1_C6,SNSR1_C7,SNSR1_C8,SNSR1_C9,SNSR1_C10,SNSR1_C11,SNSR1_C12,SNSR1_C13,SNSR1_C14,SNSR1_C15,SNSR2_C1,SNSR2_C2,SNSR2_C3,SNSR2_C4,SNSR2_C5,SNSR2_C6,SNSR2_C7,SNSR2_C8,SNSR2_C9,SNSR2_C10,SNSR2_C11,SNSR2_C12,SNSR2_C13,SNSR2_C14,SNSR2_C15,SNSR3_C1,SNSR3_C2,SNSR3_C3,SNSR3_C4,SNSR3_C5,SNSR3_C6,SNSR3_C7,SNSR3_C8,SNSR3_C9,SNSR3_C10,SNSR3_C11,SNSR3_C12,SNSR3_C13,SNSR3_C14,SNSR3_C15,SNSR4_C1,SNSR4_C2,SNSR4_C3,SNSR4_C4,SNSR4_C5,SNSR4_C6,SNSR4_C7,SNSR4_C8,SNSR4_C9,SNSR4_C10,SNSR4_C11,SNSR4_C12,SNSR4_C13,SNSR4_C14,SNSR4_C15,SNSR5_C1,SNSR5_C2,SNSR5_C3,SNSR5_C4,SNSR5_C5,SNSR5_C6,SNSR5_C7,SNSR5_C8,SNSR5_C9,SNSR5_C10,SNSR5_C11,SNSR5_C12,SNSR5_C13,SNSR5_C14,SNSR5_C15,SNSR6_C1,SNSR6_C2,SNSR6_C3,SNSR6_C4,SNSR6_C5,SNSR6_C6,SNSR6_C7,SNSR6_C8,SNSR6_C9,SNSR6_C10,SNSR6_C11,SNSR6_C12,SNSR6_C13,SNSR6_C14,SNSR6_C15
359,B#3305,W#02,1,Oxide dummy,-5,-5,604,603,-5,553,550,551,552,551,551,551,551,551,-4,-16,-16,48,-16,-16,399,-42,-42,-42,-42,-43,-42,-43,-43,-17,32,2349,2445,2403,1331,1392,1392,1392,1395,1395,1392,1392,1392,1395,973,1,1,2047,2047,1,1176,1187,1192,1194,1194,1196,1197,1199,1199,3,-11,-11,1196,900,-11,980,986,989,989,988,990,991,993,993,-9,0,0,-1,0,0,48,-100,-107,-106,-105,-104,-103,-102,-102,0
360,B#3305,W#03,1,Poly no resist,-5,-6,602,603,-5,559,551,551,552,551,551,551,551,551,-5,-17,-17,54,-17,-17,118,-41,-44,-44,-44,-44,-43,-44,-44,-18,32,2390,2461,2403,1178,1389,1395,1398,1395,1395,1395,1402,1395,1392,986,1,1,2047,2047,1,1298,1330,1376,1390,1395,1398,1394,1201,1199,3,-11,-11,808,472,-11,978,1025,1060,1074,1085,1092,1100,1091,1057,-9,0,0,-1,-1,0,9,-101,-100,-102,-104,-107,-97,-98,-97,0
361,B#3305,W#04,1,Resist no poly,-6,602,603,604,-5,551,551,551,550,551,551,551,551,551,-3,-18,27,-44,-18,-18,47,-43,-45,-44,-44,-45,-44,-44,-44,-19,70,2442,2426,2403,1376,1392,1395,1392,1392,1392,1392,1398,1395,1395,1376,1,2047,2047,2047,1,1102,1107,1111,1114,1119,1122,1123,1124,1126,18,-11,797,1032,566,-11,890,898,905,907,907,912,913,914,916,4,0,0,-69,0,0,-1,-80,-84,-80,-77,-76,-74,-74,-73,0
362,B#3305,W#06,1,Double etched,-6,-6,605,603,-6,553,550,551,552,550,551,551,551,551,-5,-18,-18,36,-18,-18,43,-40,-43,-43,-43,-44,-43,-43,-43,-18,32,2394,2470,2403,1357,1395,1392,1392,1395,1395,1395,1392,1395,1395,995,1,1,2047,2047,1,1172,1176,1167,1166,1165,1166,1167,1166,1166,3,-11,-11,1192,775,-11,988,987,976,976,975,978,981,981,984,-9,0,0,-63,0,0,0,-102,-117,-122,-124,-123,-122,-120,-120,0
363,B#3305,W#07,1,Nitride,-6,-6,603,603,-5,549,550,551,551,551,552,551,550,551,19,-18,-19,207,-19,-18,106,-43,-44,-44,-44,-44,-44,-44,-44,-19,51,2326,2470,2406,1210,1392,1389,1392,1395,1395,1392,1392,1392,1392,1389,1,1,2047,2047,1,1145,1148,1149,1149,1152,1153,1153,1154,1155,169,-11,-11,882,507,-11,900,914,924,928,935,937,937,938,938,124,0,0,0,0,0,0,-90,-103,-104,-103,-99,-97,-95,-94,0
364,B#3305,W#08,1,Oxide dummy,-6,-6,604,604,-6,555,551,552,550,551,552,551,551,551,551,-18,-19,449,-19,-19,233,-44,-43,-44,-43,-44,-44,-44,-44,-19,32,2333,2474,2410,1219,1392,1392,1392,1392,1392,1395,1392,1392,1395,1395,1,1,2047,2047,1,1165,1190,1193,1193,1196,1196,1198,1197,1194,1194,-11,-11,1303,925,-11,977,996,996,995,995,995,996,994,992,992,0,0,-1,0,0,15,-99,-104,-103,-102,-100,-99,-99,-98,0
365,B#3306,W#01,0,normal,-5,605,604,21,-4,547,551,551,551,551,551,550,550,550,-4,-14,634,-40,-14,-13,113,-39,-37,-40,-40,-40,-40,-40,-15,-14,2160,2419,2403,2390,1379,1389,1389,1395,1395,1395,1395,1392,1392,1395,451,1,2047,2047,286,1,1295,1328,1341,1356,1364,1368,1361,1202,1190,1,-11,732,562,42,-11,966,990,990,997,1004,1011,1038,1037,1015,-11,0,-1,-47,0,0,-1,-103,-100,-98,-98,-98,-94,-95,-1,0
366,B#3307,W#02,0,normal,-5,-5,606,604,-5,557,551,552,551,551,550,550,550,550,-3,-16,-16,43,-16,-16,330,-38,-39,-40,-39,-41,-41,-43,-43,-16,32,2406,2442,2400,1293,1392,1398,1398,1395,1398,1395,1395,1395,1392,1366,1,1,2047,2047,1,1277,1307,1326,1337,1344,1349,1346,1201,1169,20,-11,-11,947,482,-11,1008,1030,1020,1016,1010,1017,1043,1037,1008,6,0,0,0,0,0,44,-104,-104,-102,-102,-102,-96,-95,-99,0
367,B#3307,W#03,0,normal,-5,-5,603,604,-5,556,552,551,551,551,551,550,550,551,551,-16,-17,26,-16,-16,83,-41,-43,-42,-42,-43,-43,-44,-44,-17,42,2371,2442,2397,1101,1392,1398,1398,1395,1395,1395,1395,1398,1392,1386,1,1,2047,2047,1,1256,1308,1327,1340,1353,1357,1356,1221,1176,1175,-11,-11,966,514,-11,981,1043,1034,1029,1033,1040,1053,1055,1023,1017,0,0,0,-1,-1,0,-105,-104,-103,-102,-101,-96,-95,-100,0
368,B#3307,W#04,0,normal,-5,-6,608,603,-5,556,551,552,551,551,551,551,551,551,-4,-17,-17,633,-16,-16,306,-42,-42,-42,-42,-42,-42,-43,-42,-18,70,2342,2448,2406,1162,1392,1398,1398,1398,1395,1398,1398,1398,1395,986,1,1,2047,2047,1,1272,1309,1332,1344,1356,1357,1353,1208,1185,3,-11,-11,954,498,-11,1021,1058,1050,1037,1034,1033,1061,1059,1028,-9,0,0,0,0,0,43,-104,-103,-102,-101,-100,-96,-97,-100,0
369,B#3307,W#06,0,normal,-6,-6,604,603,-6,553,552,551,551,551,550,550,550,551,-3,-18,-18,25,-18,-18,73,-39,-42,-41,-41,-42,-42,-42,-42,-18,32,2400,2454,2400,1328,1392,1392,1392,1395,1392,1392,1395,1395,1392,1363,1,1,2047,2047,1,1279,1308,1324,1334,1346,1345,1342,1192,1167,20,-11,-11,980,472,-11,1048,1054,1040,1026,1025,1022,1045,1032,1011,6,0,0,-51,0,0,0,-100,-99,-99,-98,-98,-93,-92,-96,0
370,B#3307,W#08,0,normal,-6,604,603,603,-6,553,552,552,551,552,551,550,550,550,-3,-18,62,-37,-18,-18,70,-40,-42,-41,-42,-43,-43,-43,-42,-18,32,2461,2410,2400,1363,1386,1392,1392,1392,1392,1392,1395,1395,1392,1360,1,2047,2047,2047,1,1278,1307,1322,1332,1342,1341,1331,1179,1167,20,-11,817,993,467,-11,1055,1065,1037,1023,1020,1018,1038,1023,1007,6,0,0,-49,0,0,0,-97,-96,-95,-95,-95,-90,-90,-94,0
371,B#3307,W#09,0,normal,-6,-6,604,604,-6,556,551,552,552,551,551,550,550,550,-4,-18,-18,405,-18,-18,310,-40,-41,-40,-40,-41,-41,-41,-43,-18,32,2330,2448,2410,1158,1386,1389,1392,1392,1392,1395,1395,1395,1389,1363,1,1,2047,2047,1,1273,1311,1325,1337,1341,1345,1342,1178,1170,20,-11,-11,993,521,-11,1044,1066,1054,1032,1025,1028,1052,1031,1013,6,0,0,-1,0,0,46,-97,-95,-95,-94,-94,-90,-89,-94,0
372,B#3307,W#11,0,normal,-6,-6,606,603,-5,554,551,551,551,552,550,550,550,550,-5,-18,-18,15,-18,-17,329,-42,-41,-41,-41,-42,-43,-43,-44,-19,70,2371,2458,2397,1331,1389,1395,1392,1395,1395,1395,1395,1392,1392,608,1,1,2047,2047,1,1275,1302,1319,1328,1338,1338,1334,1176,1165,1,-11,-11,1004,506,-11,1052,1063,1039,1028,1018,1020,1046,1029,1009,-11,0,0,0,0,0,47,-94,-93,-93,-93,-92,-89,-88,-93,0
373,B#3307,W#13,0,normal,-6,-6,603,603,-6,555,550,551,551,551,552,550,550,550,-5,-18,-18,19,-18,-18,287,-41,-42,-41,-40,-41,-41,-42,-42,-18,70,2403,2454,2403,1283,1389,1395,1392,1392,1392,1392,1395,1395,1392,954,1,1,2047,2047,1,1263,1309,1327,1340,1353,1355,1353,1208,1180,3,-11,-11,998,456,-11,1025,1077,1063,1043,1040,1040,1060,1058,1030,-9,0,0,-47,0,0,44,-95,-93,-93,-93,-94,-91,-91,-96,0
374,B#3307,W#14,0,normal,-6,-6,605,603,-6,553,551,552,552,551,551,551,551,550,-3,-18,-18,26,-18,-18,73,-40,-41,-42,-41,-41,-42,-42,-41,-18,70,2394,2454,2397,1360,1389,1392,1395,1395,1392,1395,1398,1395,1395,1360,1,1,2047,2047,1,1279,1308,1323,1335,1344,1344,1336,1178,1168,20,-11,-11,1015,492,-11,1064,1071,1048,1032,1032,1029,1053,1035,1013,6,0,0,-49,0,0,0,-93,-93,-92,-92,-93,-89,-89,-94,0
375,B#3307,W#17,0,normal,-6,-6,605,603,-6,553,551,552,551,552,550,550,550,550,-3,-18,-18,7,-18,-19,79,-40,-41,-41,-40,-41,-42,-42,-41,-18,32,2394,2442,2400,1350,1389,1389,1392,1392,1389,1392,1392,1392,1392,1360,1,1,2047,2047,1,1274,1309,1322,1332,1340,1340,1333,1172,1166,19,-11,-11,1012,508,-11,1057,1068,1047,1026,1026,1023,1050,1029,1010,6,0,0,0,-1,0,-1,-94,-92,-92,-93,-93,-89,-89,-94,0
376,B#3307,W#18,0,normal,-6,-6,605,603,-6,556,551,551,551,551,552,550,550,550,-5,-18,-18,-3,-19,-19,325,-42,-42,-42,-41,-41,-42,-42,-43,-18,32,2384,2464,2403,1328,1392,1395,1392,1395,1395,1395,1395,1392,1392,611,1,1,2047,2047,1,1274,1305,1320,1332,1340,1345,1339,1175,1167,1,-11,-11,992,496,-11,1052,1063,1044,1031,1028,1030,1051,1029,1013,-11,0,0,0,0,0,47,-90,-90,-90,-91,-92,-89,-88,-93,0
377,B#3307,W#19,0,normal,-6,-6,604,603,-6,556,552,551,551,551,551,550,550,550,-4,-18,-18,5,-18,-18,95,-40,-41,-41,-40,-40,-41,-41,-42,-18,32,2394,2448,2400,1354,1392,1392,1392,1392,1395,1392,1392,1392,1395,1366,1,1,2047,2047,1,1281,1308,1321,1338,1344,1350,1340,1177,1171,19,-11,-11,1014,465,-11,1068,1072,1047,1034,1031,1037,1057,1037,1016,5,0,0,-48,0,0,0,-92,-91,-91,-92,-92,-89,-90,-94,0
378,B#3307,W#22,0,normal,-6,-6,603,603,-6,553,551,552,552,552,551,550,551,550,-3,-18,-18,0,-18,-19,69,-40,-41,-41,-40,-41,-41,-41,-42,-18,51,2394,2454,2403,1338,1392,1398,1395,1398,1398,1392,1395,1395,1395,1363,1,1,2047,2047,0,1279,1305,1322,1336,1344,1347,1344,1178,1171,19,-11,-11,1006,476,-11,1058,1064,1042,1031,1030,1033,1050,1034,1016,5,0,0,-49,0,0,-1,-92,-92,-92,-93,-94,-90,-90,-95,0
379,B#3308,W#01,0,normal,-5,606,604,-5,556,551,551,551,552,551,552,550,551,550,-4,-16,61,-16,-14,76,-35,-41,-41,-39,-40,-40,-40,-40,-42,-16,2272,2458,2400,608,1386,1392,1389,1392,1392,1392,1392,1395,1395,1395,986,1,2047,2047,1,1106,1297,1322,1335,1340,1347,1349,1325,1178,1170,3,-11,957,581,-11,750,1049,1048,1035,1028,1027,1032,1052,1032,1010,-9,0,0,0,0,0,-83,-90,-92,-94,-95,-96,-92,-91,-95,0
380,B#3308,W#02,0,normal,-5,-5,606,603,-5,556,551,551,552,551,551,551,550,550,-4,-16,-17,8,-16,-16,81,-39,-42,-42,-43,-43,-44,-44,-44,-17,42,2394,2448,2403,1344,1389,1392,1392,1389,1389,1395,1392,1395,1395,986,1,1,2047,2047,1,1281,1311,1327,1336,1348,1349,1341,1182,1168,3,-11,-11,1040,479,-11,1061,1066,1045,1035,1029,1028,1038,1024,1007,-9,0,0,-48,0,0,0,-93,-93,-94,-95,-96,-91,-91,-95,0
381,B#3308,W#03,0,normal,-6,-6,604,603,-5,555,551,552,551,551,551,551,551,551,-5,-18,-18,1,-17,-17,301,-42,-42,-43,-43,-43,-44,-44,-44,-18,42,2368,2451,2406,1280,1389,1392,1392,1392,1392,1395,1398,1395,1395,982,1,1,2047,2047,1,1268,1309,1324,1337,1349,1350,1349,1191,1171,3,-11,-11,1019,511,-11,1033,1068,1052,1038,1032,1032,1049,1034,1017,-9,0,0,0,0,0,45,-95,-94,-94,-94,-95,-91,-90,-96,0
382,B#3308,W#04,0,normal,-6,602,603,603,-6,554,552,550,551,551,551,551,551,551,19,-18,47,-29,-18,-18,66,-40,-43,-43,-43,-43,-43,-44,-44,-18,38,2467,2429,2400,1379,1389,1392,1392,1392,1395,1395,1395,1395,1392,1389,1,2047,2047,2047,1,1290,1312,1326,1340,1349,1350,1328,1180,1175,172,-11,836,980,466,-11,1077,1076,1046,1039,1042,1042,1060,1040,1025,136,0,0,-48,0,0,-17,-93,-93,-93,-94,-95,-91,-91,-97,0
383,B#3308,W#07,0,normal,-6,603,603,603,-6,554,551,551,551,552,551,551,550,550,-4,-18,51,-44,-18,-19,72,-41,-42,-44,-43,-42,-43,-44,-44,-18,51,2461,2419,2397,1373,1392,1392,1392,1392,1395,1392,1392,1395,1392,1370,1,2047,2047,2047,1,1281,1314,1331,1344,1350,1354,1344,1205,1175,19,-11,846,1029,482,-11,1073,1078,1060,1048,1045,1049,1065,1059,1027,6,0,0,-49,0,0,0,-94,-94,-94,-94,-95,-93,-92,-96,0
384,B#3308,W#11,0,normal,-6,-6,605,603,-6,556,550,551,552,551,550,551,551,551,551,-18,-19,372,-19,-19,115,-45,-44,-43,-44,-45,-44,-45,-45,-19,51,2339,2467,2406,1206,1389,1395,1392,1392,1392,1392,1392,1392,1392,1392,1,0,2047,2047,1,1265,1302,1321,1334,1348,1349,1348,1185,1173,1173,-10,-11,976,555,-11,1040,1072,1051,1037,1036,1038,1063,1044,1021,1020,0,0,0,0,0,9,-97,-96,-96,-96,-98,-93,-93,-97,0
385,B#3308,W#12,0,normal,-6,-6,606,603,-6,557,550,552,551,551,551,551,551,551,-5,-18,-18,49,-19,-19,322,-44,-44,-44,-44,-44,-43,-46,-46,-19,54,2374,2451,2400,1318,1389,1392,1392,1392,1395,1395,1395,1395,1392,982,1,0,2047,2047,1,1274,1306,1321,1338,1344,1348,1345,1179,1172,3,-11,-11,1026,520,-11,1068,1080,1054,1042,1041,1041,1064,1041,1024,-9,0,0,-1,0,0,45,-96,-95,-95,-96,-97,-92,-92,-97,0
386,B#3308,W#13,0,normal,-6,-6,604,603,-6,558,551,551,551,551,551,551,551,551,-5,-19,-19,4,-19,-19,100,-42,-43,-43,-44,-44,-45,-45,-45,-19,54,2394,2448,2400,1338,1392,1392,1395,1395,1392,1392,1395,1392,1395,973,1,1,2047,2047,1,1280,1308,1323,1337,1348,1349,1338,1185,1172,3,-11,-11,1035,473,-11,1080,1084,1054,1044,1042,1044,1066,1046,1025,-9,0,0,-50,0,0,0,-97,-96,-96,-96,-97,-93,-92,-97,0
387,B#3308,W#14,0,normal,-6,-6,606,603,-6,559,551,552,551,552,550,550,550,550,-3,-18,-19,52,-19,-19,105,-41,-43,-43,-43,-44,-44,-45,-45,-19,32,2403,2458,2403,1325,1392,1392,1392,1395,1392,1392,1392,1392,1395,1366,1,1,2047,2047,1,1276,1307,1321,1339,1348,1349,1348,1203,1173,19,-11,-11,1022,502,-11,1070,1084,1057,1047,1045,1045,1069,1061,1028,6,0,0,-52,0,0,0,-97,-96,-96,-97,-98,-94,-93,-96,0
388,B#3308,W#16,0,normal,-6,-6,605,603,-6,558,551,552,551,551,551,550,550,550,-5,-18,-19,16,-19,-19,295,-43,-43,-43,-44,-44,-43,-45,-45,-19,70,2384,2448,2403,1264,1392,1392,1395,1392,1392,1395,1392,1395,1395,970,1,1,2047,2047,1,1276,1310,1325,1338,1349,1351,1345,1182,1174,3,-11,-11,1024,513,-11,1069,1084,1061,1044,1042,1045,1061,1041,1024,-9,0,0,-1,0,0,44,-97,-96,-96,-97,-98,-94,-93,-97,0
389,B#3308,W#19,0,normal,-6,-6,608,603,-6,553,551,551,551,551,551,551,551,551,-3,-19,-19,70,-19,-19,70,-42,-44,-43,-43,-44,-44,-45,-45,-19,32,2394,2448,2403,1360,1389,1395,1395,1395,1392,1392,1392,1395,1395,1366,1,0,2047,2047,1,1280,1306,1322,1335,1347,1349,1336,1180,1173,20,-11,-11,1007,493,-11,1072,1077,1048,1036,1039,1043,1062,1044,1023,6,0,0,-53,0,0,0,-97,-96,-96,-97,-98,-93,-93,-98,0
390,B#3308,W#20,0,normal,-6,-6,604,604,-6,555,551,551,551,551,551,550,550,550,550,-19,-19,6,-19,-19,122,-44,-44,-44,-44,-43,-43,-44,-45,-19,54,2339,2442,2406,1229,1392,1398,1395,1392,1392,1392,1392,1392,1392,1392,1,0,2047,2047,1,1263,1300,1320,1333,1346,1348,1346,1212,1168,1167,-11,-11,1014,533,-11,1028,1074,1058,1041,1038,1037,1056,1056,1017,1012,0,0,0,0,0,6,-97,-96,-96,-97,-97,-93,-92,-96,0
391,B#3308,W#22,0,normal,-6,606,604,602,-6,556,551,552,551,551,551,551,551,551,-3,-19,48,-46,-19,-19,327,-42,-43,-43,-43,-44,-43,-44,-45,-19,70,2445,2413,2400,1328,1389,1395,1392,1392,1395,1392,1395,1392,1392,1366,1,2047,2047,2047,1,1280,1309,1328,1341,1351,1354,1349,1189,1173,20,-11,884,1007,468,-11,1069,1080,1061,1050,1052,1056,1069,1053,1035,6,0,0,-51,0,0,44,-98,-97,-97,-97,-98,-94,-92,-97,0
392,B#3308,W#23,0,normal,-6,-6,604,603,-6,556,551,551,551,551,551,551,551,551,-5,-19,-19,-19,-19,-19,117,-44,-44,-44,-44,-45,-45,-46,-46,-19,32,2381,2467,2394,1290,1395,1395,1395,1395,1392,1395,1392,1392,1392,611,1,1,2047,2047,1,1269,1301,1322,1334,1346,1349,1345,1179,1172,1,-11,-12,1006,508,-11,1057,1077,1055,1042,1041,1042,1061,1042,1024,-11,0,0,0,0,0,6,-97,-96,-96,-97,-98,-92,-92,-97,0
393,B#3308,W#24,0,normal,-6,-6,604,604,-6,558,551,551,551,551,551,550,550,551,19,-19,-19,8,-19,-19,101,-42,-43,-43,-43,-43,-44,-44,-44,-19,70,2397,2451,2403,1296,1389,1392,1392,1392,1392,1392,1392,1392,1398,1392,1,1,2047,2047,1,1272,1310,1328,1344,1351,1354,1353,1211,1177,172,-11,-11,1038,497,-11,1055,1088,1070,1056,1051,1050,1068,1065,1034,136,0,0,-52,0,0,0,-98,-97,-97,-97,-98,-94,-93,-97,0
394,B#3308,W#25,0,normal,-6,-6,604,603,-6,553,551,552,552,551,552,550,550,550,19,-19,-19,15,-19,-19,69,-44,-44,-43,-43,-44,-43,-44,-44,-19,32,2365,2445,2406,1184,1389,1392,1392,1392,1392,1392,1392,1392,1392,1392,1,1,2047,2047,1,1272,1308,1328,1339,1349,1350,1346,1193,1167,170,-11,-11,1012,511,-11,1053,1079,1056,1045,1039,1039,1053,1044,1017,134,0,0,0,0,0,0,-98,-97,-97,-97,-98,-93,-91,-96,0
